gene,wt_0_r1,wt_0_r2,wt_0_r3,wt_15_r1,wt_15_r2,wt_15_r3,wt_30_r1,wt_30_r2,wt_30_r3,wt_60_r1,wt_60_r2,wt_60_r3,wt_120_r1,wt_120_r2,wt_120_r3,wt_180_r1,wt_180_r2,wt_180_r3,mut_0_r1,mut_0_r2,mut_0_r3,mut_15_r1,mut_15_r2,mut_15_r3,mut_30_r1,mut_30_r2,mut_30_r3,mut_60_r1,mut_60_r2,mut_60_r3,mut_120_r1,mut_120_r2,mut_120_r3,mut_180_r1,mut_180_r2,mut_180_r3
SPAC13C5.06c,7.212284055267934,6.985568147698918,7.194609586571398,8.33674616659788,7.839968504040478,7.44390882011385,8.81035727582273,8.428481284506688,7.9413245815913065,7.284398602419419,7.387852347139499,7.22089825739015,7.248637035881396,7.175110714193569,7.1995750071174855,7.153272879074242,7.2624515318746665,7.274444845995375,6.963450964580401,7.1378581855030125,6.843838502318809,7.7356019152615785,7.597996251196689,7.236430551878328,8.338884782324754,8.370836100630587,8.200728289516729,7.280367073732896,7.3936143732202675,6.928868322159389,7.316152875343161,7.212487695967663,7.184072888811803,7.425074197629659,7.204556388035365,6.960081808711798
SPATRNAVAL.01,10.839818722014886,10.394372602804259,10.14329778921547,11.700115226769594,12.290699107715088,11.441167024554689,12.525658755265852,11.029802869252109,11.92359508003715,12.363988704394849,11.901940247803797,12.835583595076903,12.927194794526994,11.820877664897685,12.149484708277065,12.419996257425376,11.367363110818195,11.701657666404584,11.890458367638532,10.800955509886826,10.44327175147709,13.272744179269049,11.941165424396445,10.677667898058983,13.01878813782199,11.852509249333384,12.10570782603164,13.341019461685407,10.591120922177778,12.064986835778447,12.03454730854844,11.582418960651598,12.040215160538418,12.508364579735524,12.058517935642584,12.402632935171013
SPAC23E2.02,8.658164508744948,8.912595183255473,8.849742824008777,8.689747442037019,8.360589951248954,9.100286343234117,8.766822937587174,8.825200407094092,9.09990255751002,9.109227652647405,8.924680999134575,9.153982706410538,8.741904391360096,8.8037832759624,8.959855947318351,8.756678575895005,8.679700303885106,9.104237279994297,8.820353783287928,8.776128099620806,8.819796321253442,8.66298844658103,8.591614953062402,8.487849628293745,8.864847370108945,8.629842356139482,9.016401227544554,9.048630463387614,9.081621511980225,9.076078647611041,8.73090436351985,8.807108000960483,8.873370694237169,8.743592834561433,8.467210875270315,8.936181410794658
SPRRNA.11,11.4284994232287,11.3593565465471,10.806700387499479,11.710192365482236,12.420661960938796,11.654907262010932,12.409313761244377,11.954935578022795,11.524200122839952,12.173825895913682,12.205563943746785,11.879157950752596,11.914682868914825,11.900796505426134,11.536147482728662,12.029148989032889,11.948643801356418,11.787814142286484,11.633063583265766,11.302580201058634,11.220624769438565,12.426574797257972,12.206123644095888,11.473705027203225,12.135577837908325,11.951966183120899,11.757902764142083,11.847978506710493,11.500572130277352,11.610453098142997,11.701344924835741,11.77002266751593,11.815833073921038,11.908820571949288,11.880790855021557,11.637248535395864
SPAC24H6.12c,8.897390871758821,8.563376480968817,8.516794165629012,8.988460049367397,8.827622756169134,8.442359457368566,9.972885970579638,9.82937719536708,9.678294733538191,8.593849741137937,8.668767786414778,8.600681293806355,8.834469512448855,8.696479636980076,8.846657177008012,8.72602882739089,8.821866726197793,8.636395096439223,8.40227370520312,8.475992469314368,8.335654061188857,8.907665892126138,8.607717211411945,8.390920336141997,9.762900075642806,9.870330689507053,9.461121293357268,8.418776180061725,8.696871757218831,8.341915429586855,8.774616506391336,8.81306907436139,8.694058403267789,9.159382773761255,8.576238391889946,8.601851480626728
SPAC24H6.11c,8.074057547563028,8.563376480968817,8.628610180327007,7.2392894630599205,7.496829452122521,7.6995466260875425,8.784908766787016,9.265659205201272,9.518558213706338,8.473629942497338,8.248213635600319,8.36136689771712,8.075520111637148,8.283374753380418,8.346544894547835,8.34513283851565,8.456280218277826,8.722919857037875,7.919492556193533,8.127872291054283,8.137169922003169,7.42938265648251,7.514424821105688,7.294653757187071,9.171489578282406,8.231506836764387,8.926408737191826,8.140875199032633,8.837768010458408,8.77851683711344,8.108754953674854,8.44948748672529,7.882136524438398,8.146140003264453,8.02484969303493,8.330020036277954
SPNCRNA.652,6.63072148455242,6.610780917878844,6.697946055147109,6.669816063364837,6.51309842034729,6.647247289437332,6.494796051154511,6.680045167581208,6.1446888136187185,6.2595601740701445,5.969164424830597,6.265863237714615,6.781807212375115,7.088357337047561,6.7095528422376916,6.767520939516952,6.63450789135125,6.638216929971292,6.701644465139057,6.924010036991296,6.919897130851347,5.894065817251029,6.477285834335865,6.205076161176907,6.128263331424517,6.929847283570515,6.581118308628553,6.216484763404068,6.339883048886834,6.005771997201885,7.035429162509278,6.615932701283611,6.452623967500902,6.642946085896443,6.883974846275272,6.560160671155995
SPAC24H6.09,9.029149440207163,9.083255650163565,9.174087495743104,9.41902615144666,9.465132254533989,9.199455536511874,9.58087299587865,9.939374061759326,10.113067397847153,9.192403714504998,9.344777742301167,9.309191880383546,9.228810364495413,9.400249929915347,9.551671723188328,9.13103177257873,9.27195386432753,9.456735669659253,9.121135646347275,8.987958751061283,9.225905660687477,9.57028276538559,9.5489964215575,9.79120341237541,9.884089657634815,9.855722928774618,10.127124018446748,9.275247111714043,9.412183304978242,9.557180246064698,9.177925802495238,9.30250330286846,9.40631157931548,9.29388334755561,9.29489133325444,9.410128383198625
SPAC24H6.07,13.020772093962938,13.097538295011063,13.13317611356439,13.1107953161606,13.433241181434418,13.112084793117974,12.726674315165992,13.008465109933482,12.970817416496919,12.733918889075072,12.5782285931499,12.560430092910797,12.931004863986407,13.111615514563804,13.133518238604445,13.020142167720827,12.959922932787883,13.16067254325917,13.033565253571023,12.947956409253806,13.079950810234948,13.451352577355996,13.359001986824442,13.371977032649196,13.099763266563256,12.997954810762131,13.035071366414456,12.546467633988714,12.228711462966599,12.75730477741353,12.818860762265922,12.827284873436453,12.928111313231382,13.122184762838419,13.079913245701427,13.148434361742217
SPAC24H6.06,7.813544524096197,7.775929241924921,7.860528522357966,8.837053864894607,8.465748380578487,8.161602688028704,8.536044254770793,8.687654169608813,8.686939297429939,7.891939872632307,8.062748888164137,8.159476241370031,8.107439108319623,8.272326788461339,8.194981945779379,8.103731556062213,7.964397050074171,8.255642266494053,7.817704143501435,7.8503747911402035,8.096865469010933,8.186541113817901,8.160411505392458,8.246676437321803,8.635721867220544,8.8360169334745,8.843762277671606,8.055380544217838,7.963173679404759,8.258642036417442,8.108754953674854,8.171314582764017,8.184400306145548,8.161086445063859,8.049322665097478,8.131286906932926
SPAC24H6.04,12.33344013316444,12.130376931776599,12.007927087678013,12.518021343090277,12.334519503296702,12.42728463166673,12.146515489165154,12.270880802735556,12.05377274623262,12.057395430447698,12.104712937541814,11.97232977210948,11.999982469501152,11.882812348224103,11.917766302185356,11.883926855184221,12.06080222048348,11.673202798553252,12.103029964647687,12.072202089499028,12.10648281980083,12.408032753183644,12.355424384555464,12.295493311264604,12.419250528943865,12.266636685123272,12.226660067618194,11.949677142168893,11.743438071243018,12.02207758957371,11.947869857651792,11.904656437728663,12.065525772111428,12.061730128463388,12.049868839194907,11.973875757305093
SPAC24H6.02c,7.193410034936844,6.690572485859124,7.057088195537157,7.6255761871582575,6.773971197552123,7.347271747965879,7.270790692662572,7.002198970269417,7.130572492485042,7.0699519825511175,7.109167738554041,7.128504470084676,7.4698682908599014,7.700403123456956,6.865850074722965,7.549872844887508,7.1576009796058,6.810760970758111,7.395457449196225,7.229895799763746,6.959678220845061,7.037560754958252,6.800322980075895,6.871513535868764,7.245628414956691,7.314945353092829,6.658199034269745,7.31951172583449,7.333299392438729,7.034586200210165,7.182830585801783,7.530329971377662,7.231236886403771,7.266817368091906,7.492318730935971,6.878922114647097
SPAC24H6.01c,7.7251021348813005,7.469032528226283,7.726684719312439,7.079852115329249,7.090467504953532,7.5048407155821195,7.0369318869376505,7.434535887115943,7.001613287914429,7.470364094918402,7.864095387273205,7.89688386114808,7.545467672283804,7.505471168796138,7.685588183009975,7.393363160585586,7.517592699100575,7.239205085176152,7.480323964077882,7.8599153666028805,7.845284924909871,7.1655112430345875,7.523007590800257,7.435626797192435,7.61859383660293,7.256024565570281,7.452052897463551,7.935576569782171,7.715608623455773,8.11297148480405,7.815143834813516,7.727545559913619,7.596753814706187,7.552226566025947,7.812307903314403,7.634549186811599
SPAC227.19c,6.552186021683793,6.784126042204228,6.674271923719642,6.563242191655393,6.4134667349163,6.778967437298016,6.711638823840839,6.065548135925049,6.11871819890206,6.334306266594821,6.498079446842783,6.6273538331911945,6.622336732365821,6.925738613652153,6.614265521022534,6.63783393015031,6.50599040036084,6.281629575952563,6.719562818431846,6.554504592288285,6.4602406854428365,6.3569396019332185,6.402132033154594,6.070554449075562,6.211467955588416,6.6337500251583075,6.050659851821052,6.502083707003991,6.573223947899372,6.385548944120882,6.870475460943989,6.498002114295038,6.4796703273324985,6.727999805310054,6.798088895611651,6.661937934183595
SPNCRNA.655,7.161375684324638,7.188613134109491,6.93436997231293,6.6468513069124135,7.090467504953532,6.803847318527328,6.859145250913269,6.164284365917404,6.540027392097552,6.404988435808308,6.711742184136618,6.497404177176421,6.660839714704181,7.505471168796138,6.7095528422376916,7.226166563245526,6.545858426888184,6.9783649941711845,7.170647949463564,7.474523194866827,7.289716079314254,6.384367648520846,6.695827072233187,7.283200875135387,6.459831161538616,6.782774402445898,6.412177297176108,6.466612028394278,7.014602261632639,6.5847379035588816,7.026252062398773,6.587409848388468,6.557653891184011,7.001113655591205,7.016182360401887,6.862099555607045
SPAC227.05,8.294322668804437,8.248942274848348,8.235804011658853,8.700591979523619,8.506904112705564,8.362935612307357,8.967888549680957,8.471067080125094,8.410385077781834,8.704778760589617,8.509950884395383,8.154855666528265,8.499462619836285,8.58497857909518,8.334992674409836,8.66269584903989,8.179363579201263,7.980840714501937,8.658402686551698,8.343320093324165,8.070342355724604,8.760933077193366,8.477928866102717,8.411877863768543,8.624386322302872,8.722358170072651,8.065552065333048,8.53024007033777,8.669975691258825,8.018651084107649,8.531878590302949,8.386842410223158,8.123912331808313,8.324823808746768,8.231346712658443,8.250010585914668
SPAC227.06,7.366015496329271,7.446748327495411,7.819052154688092,8.276327767948375,7.8307004192105145,8.152172796660377,8.271974126418451,8.518237641791446,8.218043108433905,7.807083675269778,8.189023273443949,7.713727413933082,7.813021896477176,7.8041453092969775,8.122849944883317,7.747137557749789,7.574770246258585,7.75203328036298,7.510878182591973,7.3710107515089085,8.037242219757863,7.995904696992088,8.087492353671607,8.58326773379453,8.034467407550444,7.87198502838122,8.427317215779047,7.715262178098582,7.887074071798224,8.15966451304838,7.64200723232733,7.765139028824432,7.981081172627006,7.882924997256523,7.987335592643628,7.851064606263246
SPAC227.07c,9.750006042005145,9.605436990017472,9.620647630779514,9.746159830679627,9.83587735423812,9.453950612123412,10.261558216262452,10.051602281501395,10.206490053598486,9.800048623085695,9.722077871387333,9.48458019892393,9.700212215062427,9.490955551405929,9.605409952012131,9.700843076586347,9.503617006919509,9.710412150213978,9.598323404534415,9.544666749694931,9.689392710159742,9.763995453615275,9.77755256622003,9.838291805388389,10.058171043950843,9.916417862619433,10.158412335108201,9.853128412006319,9.636858502642951,9.811398608882076,9.507255608734575,9.584249756296582,9.65517620263836,9.615583619080827,9.447097406982001,9.632158590965654
SPNCRNA.657,5.977058026515874,5.99219450376588,6.5360624539090155,7.4872811719779735,6.387336670896046,6.753625372411136,7.96624985612357,7.652488553878397,7.708116087265158,7.4861140073780374,7.513520601109287,7.22089825739015,6.582699668744673,6.78980761398652,6.672240297469667,6.742555956837963,6.740537831249209,6.858535001300563,6.204679352173529,6.2407977865574775,6.278084519154814,6.968875213126272,7.0731475965115935,6.724731152521577,7.702336438946334,7.858946510986582,7.714777925642094,6.822376995315173,6.861221313557649,6.786523070258614,6.930971139895716,6.572917794476855,6.655028817919659,6.520480931614294,6.7682188316979515,6.224922096635451
SPAC227.08c,7.360403611657728,7.076239497196646,7.029718275022742,6.937678664189362,6.99281466017844,7.474703352745575,7.600319086044599,7.422078230679346,7.606468463705886,7.22909851605245,7.233028996198862,7.273540324630479,7.336696400700831,7.6668965127714355,7.212416279385766,7.556910291402366,7.423781195302083,7.1659473020338025,7.036005994168883,6.914728724899528,7.320322179263411,7.18070973288076,7.425601336178946,7.486301308079973,7.535702909930383,7.380701681840486,7.648932251784078,7.406821291799387,6.934925795509992,7.065555763680523,7.360338701739452,7.416410450968373,7.207853650181844,7.416733739743039,7.077832963366599,7.4472794176771
